Subject	Choice.RT	Mode	RewN	RSeq	Target.ACC	Target.RT	Task	TaskChoice	Transition	Trialnr
30	548	Test	2	3	1	396	A1	Zahlen	r	158
30	396	Test	1	4	1	506	A1	Zahlen	r	159
30	387	Test	2	2	1	338	A1	Zahlen	r	160
30		Test	1	0	1	1110	A2	Buchstaben	NaN	1
30	54	Test	1	1	1	595	A1	Zahlen	s	2
30	427	Test	1	1	1	776	A2	Buchstaben	s	3
30	437	Test	1	1	1	418	A1	Zahlen	s	4
30	94	Test	2	2	1	569	A2	Buchstaben	s	5
30	608	Test	2	3	1	421	A1	Zahlen	s	6
30	593	Test	1	4	0	487	A2	Buchstaben	s	7
30	925	Test	1	1	1	533	A1	Zahlen	s	8
30	476	Test	2	2	1	535	A1	Zahlen	r	9
30	399	Test	1	4	0	541	A1	Zahlen	r	10
30	32	Test	1	1	1	654	A2	Buchstaben	s	11
30	336	Test	2	2	1	385	A1	Zahlen	s	12
30	366	Test	1	4	1	414	A2	Buchstaben	s	13
30	396	Test	1	1	0	330	A1	Zahlen	s	14
30	727	Test	1	1	0	454	A2	Buchstaben	s	15
30	93	Test	1	1	1	600	A1	Zahlen	s	16
30	430	Test	1	1	1	442	A2	Buchstaben	s	17
30	548	Test	2	2	1	444	A1	Zahlen	s	18
30	534	Test	1	4	0	447	A2	Buchstaben	s	19
30	343	Test	1	1	1	455	A1	Zahlen	s	20
30	68	Test	2	2	1	513	A2	Buchstaben	s	21
30	379	Test	1	4	1	538	A1	Zahlen	s	22
30	482	Test	1	1	1	572	A2	Buchstaben	s	23
30	515	Test	2	2	1	476	A1	Zahlen	s	24
30	38	Test	2	3	0	483	A2	Buchstaben	s	25
30	408	Test	1	4	1	422	A1	Zahlen	s	26
30	449	Test	1	1	1	301	A2	Buchstaben	s	27
30	429	Test	1	1	1	489	A1	Zahlen	s	28
30	627	Test	2	2	1	407	A2	Buchstaben	s	29
30	310	Test	1	4	1	599	A1	Zahlen	s	30
30	364	Test	1	1	1	460	A2	Buchstaben	s	31
30	504	Test	2	2	1	514	A1	Zahlen	s	32
30	587	Test	1	4	1	545	A2	Buchstaben	s	33
30	279	Test	1	1	1	506	A1	Zahlen	s	34
30	470	Test	2	2	1	577	A2	Buchstaben	s	35
30	408	Test	2	3	0	421	A1	Zahlen	s	36
30	484	Test	2	3	0	590	A2	Buchstaben	s	37
30	412	Test	2	3	1	506	A1	Zahlen	s	38
30	581	Test	1	4	1	540	A2	Buchstaben	s	39
30	357	Test	2	2	1	517	A1	Zahlen	s	40
30	414	Test	2	3	1	508	A2	Buchstaben	s	41
30	293	Test	1	4	0	407	A1	Zahlen	s	42
30	383	Test	2	2	1	414	A2	Buchstaben	s	43
30	413	Test	2	3	0	346	A1	Zahlen	s	44
30	395	Test	2	3	1	425	A2	Buchstaben	s	45
30	356	Test	1	4	1	419	A1	Zahlen	s	46
30	369	Test	1	1	1	513	A2	Buchstaben	s	47
30	57	Test	1	1	0	726	A1	Zahlen	s	48
30	557	Test	2	2	0	388	A2	Buchstaben	s	49
30	417	Test	1	4	1	543	A1	Zahlen	s	50
30	56	Test	2	2	1	692	A2	Buchstaben	s	51
30	548	Test	2	3	1	459	A1	Zahlen	s	52
30	311	Test	1	4	0	489	A2	Buchstaben	s	53
30	396	Test	1	1	1	491	A1	Zahlen	s	54
30	422	Test	2	2	1	580	A2	Buchstaben	s	55
30	411	Test	1	4	1	408	A1	Zahlen	s	56
30	469	Test	2	2	1	417	A2	Buchstaben	s	57
30	669	Test	1	4	1	528	A1	Zahlen	s	58
30	504	Test	1	1	0	482	A2	Buchstaben	s	59
30	171	Test	2	2	1	451	A1	Zahlen	s	60
30	477	Test	2	3	1	488	A2	Buchstaben	s	61
30	370	Test	2	3	0	434	A1	Zahlen	s	62
30	443	Test	1	4	1	583	A2	Buchstaben	s	63
30	476	Test	2	2	1	503	A1	Zahlen	s	64
30	304	Test	1	4	1	786	A2	Buchstaben	s	65
30	367	Test	1	1	1	591	A1	Zahlen	s	66
30	436	Test	1	1	1	529	A2	Buchstaben	s	67
30	315	Test	2	2	1	509	A1	Zahlen	s	68
30	518	Test	1	4	1	463	A2	Buchstaben	s	69
30	283	Test	1	1	1	526	A1	Zahlen	s	70
30	550	Test	2	2	1	366	A2	Buchstaben	s	71
30	510	Test	2	3	1	375	A1	Zahlen	s	72
30	518	Test	2	3	1	415	A2	Buchstaben	s	73
30	478	Test	2	3	0	393	A1	Zahlen	s	74
30	328	Test	1	4	1	392	A2	Buchstaben	s	75
30	486	Test	1	1	1	496	A1	Zahlen	s	76
30	476	Test	2	2	1	456	A2	Buchstaben	s	77
30	481	Test	2	3	1	379	A1	Zahlen	s	78
30	344	Test	2	3	1	329	A2	Buchstaben	s	79
30	553	Test	2	3	1	337	A1	Zahlen	s	80
30	386	Test	1	4	1	369	A2	Buchstaben	s	81
30	449	Test	2	2	0	349	A1	Zahlen	s	82
30	243	Test	2	3	1	376	A2	Buchstaben	s	83
30	569	Test	1	4	1	608	A2	Buchstaben	r	84
30	54	Test	1	1	1	547	A2	Buchstaben	r	85
30	396	Test	2	2	0	618	A2	Buchstaben	r	86
30	344	Test	2	3	0	680	A2	Buchstaben	r	87
30	547	Test	2	3	1	442	A2	Buchstaben	r	88
30	422	Test	2	3	1	579	A2	Buchstaben	r	89
30	348	Test	2	3	0	1293	A2	Buchstaben	r	90
30	437	Test	2	3	1	530	A2	Buchstaben	r	91
30	13	Test	2	3	1	572	A2	Buchstaben	r	92
30	67	Test	2	3	1	399	A2	Buchstaben	r	93
30	59	Test	2	3	0	408	A2	Buchstaben	r	94
30	403	Test	1	4	1	609	A2	Buchstaben	r	95
30	374	Test	1	1	1	517	A2	Buchstaben	r	96
30	427	Test	1	1	1	487	A2	Buchstaben	r	97
30	371	Test	1	1	1	355	A2	Buchstaben	r	98
30	881	Test	2	2	1	539	A2	Buchstaben	r	99
30	484	Test	2	3	1	719	A2	Buchstaben	r	100
30	238	Test	2	3	0	579	A2	Buchstaben	r	101
30	338	Test	2	3	1	451	A2	Buchstaben	r	102
30	494	Test	1	4	1	520	A2	Buchstaben	r	103
30	305	Test	1	1	1	675	A2	Buchstaben	r	104
30	389	Test	2	2	1	515	A2	Buchstaben	r	105
30	764	Test	2	3	0	506	A2	Buchstaben	r	106
30	105	Test	2	3	0	355	A2	Buchstaben	r	107
30	1235	Test	1	4	1	510	A2	Buchstaben	r	108
30	55	Test	2	2	0	516	A2	Buchstaben	r	109
30	9	Test	1	4	1	615	A2	Buchstaben	r	110
30	491	Test	2	2	0	501	A2	Buchstaben	r	111
30	375	Test	1	4	1	566	A2	Buchstaben	r	112
30	45	Test	2	2	0	842	A2	Buchstaben	r	113
30	555	Test	1	4	1	467	A2	Buchstaben	r	114
30	125	Test	2	2	0	423	A2	Buchstaben	r	115
30	226	Test	1	4	0	664	A2	Buchstaben	r	116
30	1057	Test	2	2	1	515	A1	Zahlen	s	117
30	429	Test	2	3	1	474	A2	Buchstaben	s	118
30	452	Test	2	3	1	480	A1	Zahlen	s	119
30	362	Test	1	4	1	505	A2	Buchstaben	s	120
30	196	Test	1	1	1	651	A1	Zahlen	s	121
30	511	Test	2	2	0	360	A2	Buchstaben	s	122
30	116	Test	1	4	1	574	A1	Zahlen	s	123
30	275	Test	1	1	0	439	A2	Buchstaben	s	124
30	489	Test	1	1	1	403	A1	Zahlen	s	125
30	465	Test	1	1	1	461	A2	Buchstaben	s	126
30	234	Test	1	1	1	623	A1	Zahlen	s	127
30	321	Test	1	1	1	611	A2	Buchstaben	s	128
30	378	Test	1	1	1	601	A1	Zahlen	s	129
30	384	Test	1	1	1	462	A2	Buchstaben	s	130
30	475	Test	1	1	1	549	A1	Zahlen	s	131
30	398	Test	1	1	1	444	A2	Buchstaben	s	132
30	410	Test	1	1	0	408	A1	Zahlen	s	133
30	603	Test	1	1	1	591	A2	Buchstaben	s	134
30	872	Test	2	2	1	498	A1	Zahlen	s	135
30	171	Test	1	4	1	531	A2	Buchstaben	s	136
30	462	Test	2	2	1	457	A1	Zahlen	s	137
30	422	Test	2	3	1	371	A2	Buchstaben	s	138
30	307	Test	1	4	1	421	A1	Zahlen	s	139
30	337	Test	2	2	1	338	A2	Buchstaben	s	140
30	418	Test	2	3	0	400	A1	Zahlen	s	141
30	362	Test	2	3	1	313	A2	Buchstaben	s	142
30	473	Test	2	3	1	403	A1	Zahlen	s	143
30	482	Test	2	3	1	348	A2	Buchstaben	s	144
30	430	Test	1	4	0	362	A1	Zahlen	s	145
30	1285	Test	2	2	1	382	A2	Buchstaben	s	146
30	379	Test	2	3	1	410	A1	Zahlen	s	147
30	712	Test	1	4	1	504	A2	Buchstaben	s	148
30	577	Test	1	1	1	631	A1	Zahlen	s	149
30	683	Test	2	2	0	429	A2	Buchstaben	s	150
30	649	Test	1	4	1	476	A1	Zahlen	s	151
30	631	Test	2	2	1	347	A2	Buchstaben	s	152
30	477	Test	1	4	1	616	A1	Zahlen	s	153
30	637	Test	2	2	1	417	A2	Buchstaben	s	154
30	412	Test	2	3	1	554	A1	Zahlen	s	155
30	419	Test	1	4	1	464	A2	Buchstaben	s	156
30	411	Test	2	2	0	377	A1	Zahlen	s	157
30	440	Test	2	3	1	564	A2	Buchstaben	s	158
30	570	Test	1	4	1	465	A1	Zahlen	s	159
30	506	Test	2	2	1	387	A2	Buchstaben	s	160
4		Baseline			1	828	A2	Buchstaben	NaN	1
4	2415	Baseline			1	599	A2	Buchstaben	r	2
4	597	Baseline			1	466	A2	Buchstaben	r	3
4	709	Baseline			0	533	A1	Zahlen	s	4
4	1222	Baseline			1	601	A2	Buchstaben	s	5
4	1577	Baseline			1	1268	A1	Zahlen	s	6
4	365	Baseline			1	565	A1	Zahlen	r	7
4	558	Baseline			1	421	A1	Zahlen	r	8
4	297	Baseline			1	523	A1	Zahlen	r	9
4	350	Baseline			1	646	A2	Buchstaben	s	10
4	682	Baseline			1	612	A1	Zahlen	s	11
4	595	Baseline			1	625	A2	Buchstaben	s	12
4	1253	Baseline			1	719	A2	Buchstaben	r	13
4	295	Baseline			1	577	A2	Buchstaben	r	14
4	343	Baseline			1	544	A2	Buchstaben	r	15
4	1178	Baseline			1	511	A1	Zahlen	s	16
4	279	Baseline			1	489	A1	Zahlen	r	17
4	1186	Baseline			1	470	A1	Zahlen	r	18
4	657	Baseline			1	516	A2	Buchstaben	s	19
4	415	Baseline			1	549	A1	Zahlen	s	20
4	227	Baseline			1	521	A1	Zahlen	r	21
4	834	Baseline			1	350	A1	Zahlen	r	22
4	249	Baseline			0	453	A2	Buchstaben	s	23
4	407	Baseline			1	596	A2	Buchstaben	r	24
4	265	Baseline			1	533	A2	Buchstaben	r	25
4	1934	Baseline			1	411	A1	Zahlen	s	26
4	471	Baseline			1	450	A1	Zahlen	r	27
4	684	Baseline			1	406	A2	Buchstaben	s	28
4	420	Baseline			1	553	A2	Buchstaben	r	29
4	847	Baseline			1	474	A1	Zahlen	s	30
4	407	Baseline			1	508	A2	Buchstaben	s	31
4	1430	Baseline			1	464	A2	Buchstaben	r	32
4	573	Baseline			1	539	A2	Buchstaben	r	33
4	828	Baseline			1	576	A2	Buchstaben	r	34
4	608	Baseline			1	597	A1	Zahlen	s	35
4	1169	Baseline			1	446	A1	Zahlen	r	36
4	337	Baseline			1	458	A1	Zahlen	r	37
4	422	Baseline			1	483	A1	Zahlen	r	38
4	605	Baseline			1	459	A2	Buchstaben	s	39
4	582	Baseline			1	541	A2	Buchstaben	r	40
4	286	Baseline			1	473	A2	Buchstaben	r	41
4	365	Baseline			1	533	A1	Zahlen	s	42
4	316	Baseline			1	406	A1	Zahlen	r	43
4	267	Baseline			0	471	A2	Buchstaben	s	44
4	1214	Baseline			1	609	A2	Buchstaben	r	45
4	271	Baseline			1	651	A1	Zahlen	s	46
4	415	Baseline			1	453	A1	Zahlen	r	47
4	867	Baseline			1	653	A2	Buchstaben	s	48
4	930	Baseline			1	785	A1	Zahlen	s	49
4	1511	Baseline			1	405	A1	Zahlen	r	50
4	394	Baseline			1	440	A2	Buchstaben	s	51
4	276	Baseline			1	567	A2	Buchstaben	r	52
4	837	Baseline			1	537	A1	Zahlen	s	53
4	616	Baseline			1	453	A1	Zahlen	r	54
4	328	Baseline			1	377	A1	Zahlen	r	55
4	503	Baseline			1	465	A1	Zahlen	r	56
4	269	Baseline			1	601	A2	Buchstaben	s	57
4	454	Baseline			1	402	A2	Buchstaben	r	58
4	1144	Baseline			1	398	A1	Zahlen	s	59
4	725	Baseline			1	517	A2	Buchstaben	s	60
4	223	Baseline			1	500	A2	Buchstaben	r	61
4	429	Baseline			1	562	A1	Zahlen	s	62
4	271	Baseline			1	443	A1	Zahlen	r	63
4	400	Baseline			1	558	A2	Buchstaben	s	64
4	692	Baseline			1	438	A1	Zahlen	s	65
4	729	Baseline			1	513	A2	Buchstaben	s	66
4	792	Baseline			1	373	A1	Zahlen	s	67
4	820	Baseline			1	424	A1	Zahlen	r	68
4	486	Baseline			0	408	A1	Zahlen	r	69
4	577	Baseline			1	735	A2	Buchstaben	s	70
4	942	Baseline			1	428	A2	Buchstaben	r	71
4	1338	Baseline			1	488	A2	Buchstaben	r	72
4	340	Baseline			1	620	A1	Zahlen	s	73
4	395	Baseline			1	593	A1	Zahlen	r	74
4	244	Baseline			1	617	A2	Buchstaben	s	75
4	716	Baseline			1	717	A1	Zahlen	s	76
4	2655	Baseline			1	501	A1	Zahlen	r	77
4	350	Baseline			1	494	A1	Zahlen	r	78
4	447	Baseline			1	947	A2	Buchstaben	s	79
4	245	Baseline			1	465	A2	Buchstaben	r	80
4	351	Baseline			1	519	A1	Zahlen	s	81
4	895	Baseline			1	664	A2	Buchstaben	s	82
4	244	Baseline			1	489	A2	Buchstaben	r	83
4	580	Baseline			1	610	A1	Zahlen	s	84
4	479	Baseline			0	449	A2	Buchstaben	s	85
4	636	Baseline			1	968	A1	Zahlen	s	86
4	575	Baseline			1	501	A2	Buchstaben	s	87
4	398	Baseline			1	740	A2	Buchstaben	r	88
4	253	Baseline			1	426	A2	Buchstaben	r	89
4	256	Baseline			1	556	A1	Zahlen	s	90
4	358	Baseline			1	669	A2	Buchstaben	s	91
4	633	Baseline			0	765	A1	Zahlen	s	92
4	824	Baseline			1	619	A1	Zahlen	r	93
4	847	Baseline			1	442	A2	Buchstaben	s	94
4	742	Baseline			1	605	A2	Buchstaben	r	95
4	721	Baseline			1	513	A1	Zahlen	s	96
4	644	Baseline			1	584	A1	Zahlen	r	97
4	244	Baseline			1	433	A2	Buchstaben	s	98
4	645	Baseline			1	464	A1	Zahlen	s	99
4	260	Baseline			1	584	A1	Zahlen	r	100
4	374	Baseline			1	484	A1	Zahlen	r	101
4	285	Baseline			1	480	A1	Zahlen	r	102
4	315	Baseline			1	557	A2	Buchstaben	s	103
4	1053	Baseline			1	392	A2	Buchstaben	r	104
4	1278	Baseline			1	678	A2	Buchstaben	r	105
4	857	Baseline			1	971	A1	Zahlen	s	106
4	778	Baseline			1	504	A1	Zahlen	r	107
4	609	Baseline			1	542	A1	Zahlen	r	108
4	708	Baseline			1	541	A2	Buchstaben	s	109
4	310	Baseline			1	424	A1	Zahlen	s	110
4	550	Baseline			1	502	A2	Buchstaben	s	111
4	626	Baseline			1	622	A1	Zahlen	s	112
4	288	Baseline			1	507	A2	Buchstaben	s	113
4	257	Baseline			1	461	A2	Buchstaben	r	114
4	434	Baseline			1	431	A2	Buchstaben	r	115
4	309	Baseline			0	342	A1	Zahlen	s	116
4	1359	Baseline			1	907	A2	Buchstaben	s	117
4	773	Baseline			1	403	A2	Buchstaben	r	118
4	2233	Baseline			1	705	A1	Zahlen	s	119
4	1106	Baseline			1	474	A1	Zahlen	r	120
4	516	Baseline			1	469	A2	Buchstaben	s	121
4	995	Baseline			1	463	A1	Zahlen	s	122
4	498	Baseline			1	380	A1	Zahlen	r	123
4	473	Baseline			1	763	A1	Zahlen	r	124
4	556	Baseline			1	555	A2	Buchstaben	s	125
4	297	Baseline			1	420	A2	Buchstaben	r	126
4	2362	Baseline			1	988	A1	Zahlen	s	127
4	883	Baseline			1	428	A2	Buchstaben	s	128
4	377	Baseline			1	503	A1	Zahlen	s	129
4	602	Baseline			1	503	A2	Buchstaben	s	130
4	407	Baseline			1	429	A2	Buchstaben	r	131
4	265	Baseline			0	573	A1	Zahlen	s	132
4	914	Baseline			1	1266	A2	Buchstaben	s	133
4	426	Baseline			1	487	A1	Zahlen	s	134
4	636	Baseline			1	944	A2	Buchstaben	s	135
4	535	Baseline			0	704	A2	Buchstaben	r	136
4	1720	Baseline			1	390	A2	Buchstaben	r	137
4	2510	Baseline			1	434	A2	Buchstaben	r	138
4	649	Baseline			1	476	A1	Zahlen	s	139
4	374	Baseline			1	445	A2	Buchstaben	s	140
4	577	Baseline			1	447	A2	Buchstaben	r	141
4	269	Baseline			1	521	A2	Buchstaben	r	142
4	265	Baseline			1	564	A2	Buchstaben	r	143
4	354	Baseline			0	443	A1	Zahlen	s	144
4		Baseline			1	559	A1	Zahlen	NaN	1
4	2709	Baseline			1	624	A1	Zahlen	r	2
4	367	Baseline			1	750	A1	Zahlen	r	3
4	448	Baseline			1	652	A2	Buchstaben	s	4
4	894	Baseline			1	471	A2	Buchstaben	r	5
4	610	Baseline			1	695	A1	Zahlen	s	6
4	810	Baseline			1	527	A2	Buchstaben	s	7
4	978	Baseline			1	519	A1	Zahlen	s	8
4	640	Baseline			1	619	A1	Zahlen	r	9
4	913	Baseline			1	361	A2	Buchstaben	s	10
4	267	Baseline			1	431	A2	Buchstaben	r	11
4	269	Baseline			0	425	A2	Buchstaben	r	12
4	574	Baseline			1	765	A1	Zahlen	s	13
4	346	Baseline			1	442	A1	Zahlen	r	14
4	591	Baseline			1	557	A2	Buchstaben	s	15
4	756	Baseline			1	508	A2	Buchstaben	r	16
4	404	Baseline			1	579	A1	Zahlen	s	17
4	384	Baseline			0	359	A2	Buchstaben	s	18
4	709	Baseline			1	1646	A1	Zahlen	s	19
4	551	Baseline			1	447	A2	Buchstaben	s	20
4	507	Baseline			1	476	A1	Zahlen	s	21
4	422	Baseline			1	443	A1	Zahlen	r	22
4	382	Baseline			0	469	A1	Zahlen	r	23
4	1665	Baseline			1	561	A2	Buchstaben	s	24
4	1106	Baseline			1	474	A2	Buchstaben	r	25
4	1087	Baseline			1	504	A2	Buchstaben	r	26
4	2080	Baseline			1	855	A1	Zahlen	s	27
4	264	Baseline			1	452	A1	Zahlen	r	28
4	248	Baseline			1	437	A1	Zahlen	r	29
4	474	Baseline			1	588	A1	Zahlen	r	30
4	298	Baseline			1	524	A2	Buchstaben	s	31
4	1134	Baseline			1	484	A2	Buchstaben	r	32
4	270	Baseline			1	770	A1	Zahlen	s	33
4	730	Baseline			1	530	A1	Zahlen	r	34
4	257	Baseline			1	541	A2	Buchstaben	s	35
4	452	Baseline			1	1248	A1	Zahlen	s	36
4	250	Baseline			1	559	A2	Buchstaben	s	37
4	444	Baseline			1	400	A2	Buchstaben	r	38
4	328	Baseline			1	448	A2	Buchstaben	r	39
4	291	Baseline			1	510	A2	Buchstaben	r	40
4	601	Baseline			1	630	A1	Zahlen	s	41
4	268	Baseline			1	496	A1	Zahlen	r	42
4	371	Baseline			1	451	A2	Buchstaben	s	43
4	886	Baseline			1	592	A1	Zahlen	s	44
4	213	Baseline			1	475	A1	Zahlen	r	45
4	741	Baseline			1	517	A2	Buchstaben	s	46
4	261	Baseline			1	513	A2	Buchstaben	r	47
4	657	Baseline			1	884	A1	Zahlen	s	48
4	493	Baseline			1	415	A2	Buchstaben	s	49
4	259	Baseline			1	407	A1	Zahlen	s	50
4	278	Baseline			1	417	A2	Buchstaben	s	51
4	447	Baseline			1	635	A2	Buchstaben	r	52
4	447	Baseline			1	467	A2	Buchstaben	r	53
4	445	Baseline			1	433	A1	Zahlen	s	54
4	308	Baseline			1	478	A1	Zahlen	r	55
4	752	Baseline			1	399	A2	Buchstaben	s	56
4	1060	Baseline			0	374	A1	Zahlen	s	57
4	968	Baseline			1	1078	A2	Buchstaben	s	58
4	936	Baseline			1	479	A2	Buchstaben	r	59
4	418	Baseline			1	456	A2	Buchstaben	r	60
4	691	Baseline			1	1028	A1	Zahlen	s	61
4	558	Baseline			1	541	A2	Buchstaben	s	62
4	248	Baseline			1	524	A1	Zahlen	s	63
4	277	Baseline			1	416	A1	Zahlen	r	64
4	253	Baseline			1	489	A1	Zahlen	r	65
4	261	Baseline			1	561	A2	Buchstaben	s	66
4	304	Baseline			1	618	A2	Buchstaben	r	67
4	455	Baseline			1	427	A1	Zahlen	s	68
4	522	Baseline			1	547	A2	Buchstaben	s	69
4	365	Baseline			1	436	A2	Buchstaben	r	70
4	241	Baseline			1	478	A1	Zahlen	s	71
4	274	Baseline			1	437	A1	Zahlen	r	72
4	465	Baseline			1	484	A2	Buchstaben	s	73
4	2710	Baseline			1	394	A1	Zahlen	s	74
4	728	Baseline			1	368	A1	Zahlen	r	75
4	384	Baseline			1	575	A1	Zahlen	r	76
4	612	Baseline			1	545	A2	Buchstaben	s	77
4	241	Baseline			1	430	A2	Buchstaben	r	78
4	308	Baseline			1	526	A1	Zahlen	s	79
4	264	Baseline			1	499	A2	Buchstaben	s	80
4	508	Baseline			1	429	A1	Zahlen	s	81
4	449	Baseline			1	509	A2	Buchstaben	s	82
4	1087	Baseline			1	544	A1	Zahlen	s	83
4	383	Baseline			1	382	A2	Buchstaben	s	84
4	510	Baseline			1	535	A2	Buchstaben	r	85
4	431	Baseline			1	444	A2	Buchstaben	r	86
4	520	Baseline			1	434	A1	Zahlen	s	87
4	437	Baseline			1	489	A2	Buchstaben	s	88
4	1066	Baseline			1	580	A1	Zahlen	s	89
4	275	Baseline			1	446	A1	Zahlen	r	90
4	299	Baseline			1	469	A1	Zahlen	r	91
4	777	Baseline			1	503	A2	Buchstaben	s	92
4	273	Baseline			1	468	A1	Zahlen	s	93
4	2090	Baseline			1	464	A2	Buchstaben	s	94
4	717	Baseline			1	534	A2	Buchstaben	r	95
4	335	Baseline			1	464	A2	Buchstaben	r	96
4	1413	Baseline			1	752	A1	Zahlen	s	97
4	428	Baseline			1	449	A1	Zahlen	r	98
4	311	Baseline			1	448	A1	Zahlen	r	99
4	1132	Baseline			1	411	A2	Buchstaben	s	100
4	615	Baseline			1	676	A1	Zahlen	s	101
4	273	Baseline			1	588	A1	Zahlen	r	102
4	258	Baseline			1	454	A1	Zahlen	r	103
4	201	Baseline			0	408	A2	Buchstaben	s	104
4	414	Baseline			1	731	A2	Buchstaben	r	105
4	228	Baseline			1	482	A2	Buchstaben	r	106
4	261	Baseline			1	529	A2	Buchstaben	r	107
4	891	Baseline			1	684	A1	Zahlen	s	108
4	687	Baseline			1	601	A1	Zahlen	r	109
4	312	Baseline			1	826	A1	Zahlen	r	110
4	359	Baseline			1	463	A2	Buchstaben	s	111
4	301	Baseline			1	495	A1	Zahlen	s	112
4	272	Baseline			1	483	A2	Buchstaben	s	113
4	269	Baseline			1	553	A2	Buchstaben	r	114
4	355	Baseline			1	507	A2	Buchstaben	r	115
4	357	Baseline			1	436	A1	Zahlen	s	116
4	458	Baseline			1	590	A1	Zahlen	r	117
4	289	Baseline			1	636	A1	Zahlen	r	118
4	318	Baseline			1	984	A2	Buchstaben	s	119
4	285	Baseline			0	464	A2	Buchstaben	r	120
4	609	Baseline			1	534	A2	Buchstaben	r	121
4	470	Baseline			0	610	A1	Zahlen	s	122
4	485	Baseline			1	519	A1	Zahlen	r	123
4	279	Baseline			1	443	A1	Zahlen	r	124
4	320	Baseline			0	658	A1	Zahlen	r	125
4	331	Baseline			1	540	A1	Zahlen	r	126
4	381	Baseline			1	716	A2	Buchstaben	s	127
4	325	Baseline			1	1406	A2	Buchstaben	r	128
4	258	Baseline			1	430	A2	Buchstaben	r	129
4	412	Baseline			1	450	A2	Buchstaben	r	130
4	446	Baseline			1	410	A2	Buchstaben	r	131
4	615	Baseline			1	844	A1	Zahlen	s	132
4	233	Baseline			1	382	A1	Zahlen	r	133
4	395	Baseline			1	793	A2	Buchstaben	s	134
4	1494	Baseline			1	621	A1	Zahlen	s	135
4	699	Baseline			0	453	A2	Buchstaben	s	136
4	712	Baseline			1	1458	A1	Zahlen	s	137
4	547	Baseline			1	483	A2	Buchstaben	s	138
4	533	Baseline			1	966	A1	Zahlen	s	139
4	674	Baseline			1	732	A2	Buchstaben	s	140
4	427	Baseline			1	528	A2	Buchstaben	r	141
4	409	Baseline			1	438	A2	Buchstaben	r	142
4	755	Baseline			0	515	A2	Buchstaben	r	143
4	896	Baseline			1	449	A1	Zahlen	s	144
4		Test	1	0	1	443	A1	Zahlen	NaN	1
4	8202	Test	1	1	1	690	A2	Buchstaben	s	2
4	1645	Test	1	1	1	558	A1	Zahlen	s	3
4	6547	Test	2	2	0	954	A1	Zahlen	r	4
4	1233	Test	1	4	1	475	A1	Zahlen	r	5
4	1015	Test	2	2	1	467	A2	Buchstaben	s	6
4	1622	Test	2	3	1	440	A2	Buchstaben	r	7
4	1659	Test	1	4	1	355	A1	Zahlen	s	8
4	377	Test	2	2	1	632	A1	Zahlen	r	9
4	1189	Test	1	4	1	690	A2	Buchstaben	s	10
4	2579	Test	1	1	1	516	A1	Zahlen	s	11
4	1356	Test	1	1	1	498	A1	Zahlen	r	12
4	998	Test	2	2	0	354	A1	Zahlen	r	13
4	447	Test	2	3	1	475	A1	Zahlen	r	14
4	1703	Test	1	4	1	389	A2	Buchstaben	s	15
4	786	Test	1	1	1	632	A1	Zahlen	s	16
4	2452	Test	1	1	1	403	A2	Buchstaben	s	17
4	745	Test	2	2	1	400	A2	Buchstaben	r	18
4	406	Test	1	4	1	484	A2	Buchstaben	r	19
4	631	Test	1	1	1	411	A2	Buchstaben	r	20
4	563	Test	2	2	1	362	A2	Buchstaben	r	21
4	850	Test	2	3	1	349	A1	Zahlen	s	22
4	732	Test	2	3	1	364	A1	Zahlen	r	23
4	97	Test	2	3	1	429	A1	Zahlen	r	24
4	896	Test	1	4	1	561	A2	Buchstaben	s	25
4	526	Test	1	1	1	631	A2	Buchstaben	r	26
4	308	Test	1	1	1	518	A2	Buchstaben	r	27
4	911	Test	1	1	1	519	A1	Zahlen	s	28
4	2560	Test	2	2	1	442	A1	Zahlen	r	29
4	446	Test	1	4	0	394	A1	Zahlen	r	30
4	1305	Test	2	2	1	305	A2	Buchstaben	s	31
4	699	Test	1	4	1	469	A2	Buchstaben	r	32
4	41	Test	1	1	0	414	A2	Buchstaben	r	33
4	797	Test	1	1	0	530	A2	Buchstaben	r	34
4	507	Test	1	1	1	436	A2	Buchstaben	r	35
4	591	Test	2	2	1	477	A2	Buchstaben	r	36
4	998	Test	2	3	1	355	A2	Buchstaben	r	37
4	1993	Test	1	4	1	403	A1	Zahlen	s	38
4	1402	Test	2	2	1	381	A1	Zahlen	r	39
4	530	Test	1	4	1	402	A1	Zahlen	r	40
4	1274	Test	2	2	1	339	A2	Buchstaben	s	41
4	826	Test	1	4	1	374	A1	Zahlen	s	42
4	587	Test	2	2	0	362	A2	Buchstaben	s	43
4	1703	Test	2	3	1	550	A1	Zahlen	s	44
4	1024	Test	2	3	1	299	A2	Buchstaben	s	45
4	662	Test	2	3	1	369	A2	Buchstaben	r	46
4	970	Test	1	4	1	504	A2	Buchstaben	r	47
4	2728	Test	1	1	1	299	A2	Buchstaben	r	48
4	974	Test	2	2	0	307	A2	Buchstaben	r	49
4	1187	Test	1	4	0	384	A1	Zahlen	s	50
4	1072	Test	2	2	1	426	A1	Zahlen	r	51
4	574	Test	2	3	1	340	A1	Zahlen	r	52
4	934	Test	2	3	0	397	A2	Buchstaben	s	53
4	483	Test	1	4	1	519	A2	Buchstaben	r	54
4	527	Test	2	2	1	360	A2	Buchstaben	r	55
